adj_close,date,next_day_price,next_day_return
227.46128845214844,2025-02-03,232.23977661132812,0.020790294566618864
232.23977661132812,2025-02-04,231.91058349609375,-0.0014184764193869005
231.91058349609375,2025-02-05,232.6587677001953,0.003220982395956465
232.6587677001953,2025-02-06,227.08221435546875,-0.024260734117072132
227.08221435546875,2025-02-07,227.3518524169922,0.0011866984140591096
227.3518524169922,2025-02-10,232.3153533935547,0.021596902445468382
232.3153533935547,2025-02-11,236.55978393554688,0.01810523163596987
236.55978393554688,2025-02-12,241.21368408203125,0.0194822344017541
241.21368408203125,2025-02-13,244.2796630859375,0.012630532555837926
244.2796630859375,2025-02-14,244.14984130859375,-0.0005315886089306758
244.14984130859375,2025-02-18,244.54930114746094,0.0016347887406708917
244.54930114746094,2025-02-19,245.508056640625,0.003912834696433904
245.508056640625,2025-02-20,245.22842407226562,-0.0011396446346050861
245.22842407226562,2025-02-21,246.77639770507812,0.0062925348374166185
246.77639770507812,2025-02-24,246.71646118164062,-0.00024290735986502572
246.71646118164062,2025-02-25,240.0452117919922,-0.027412458745591804
240.0452117919922,2025-02-26,236.98922729492188,-0.012812602416636874
236.98922729492188,2025-02-27,241.5232696533203,0.018951137472707987
241.5232696533203,2025-02-28,237.71826171875,-0.015879624956666456
237.71826171875,2025-03-03,235.6210174560547,-0.008861542150116603
235.6210174560547,2025-03-04,235.4312744140625,-0.0008056135402760656
235.4312744140625,2025-03-05,235.0218048095703,-0.001740746212420206
235.0218048095703,2025-03-06,238.7569122314453,0.015767634433021885
238.7569122314453,2025-03-07,227.1820831298828,-0.04969410642260904
227.1820831298828,2025-03-10,220.55078125,-0.029623855448544453
220.55078125,2025-03-11,216.69583129882812,-0.017633297667746444
216.69583129882812,2025-03-12,209.4053955078125,-0.034222606540151156
209.4053955078125,2025-03-13,213.21041870117188,0.01800749468460925
213.21041870117188,2025-03-14,213.71974182128906,0.00238597976362677
213.71974182128906,2025-03-17,212.4114532470703,-0.006140328142879185
212.4114532470703,2025-03-18,214.95811462402344,0.011917982523606032
214.95811462402344,2025-03-19,213.81961059570312,-0.005310475040786
213.81961059570312,2025-03-20,217.98414611816406,0.01928961751033247
217.98414611816406,2025-03-21,220.44091796875,0.011207377347129153
220.44091796875,2025-03-24,223.45697021484375,0.013589155251906744
223.45697021484375,2025-03-25,221.2398681640625,-0.009971379284262227
221.2398681640625,2025-03-26,223.5568389892578,0.010418205641834703
223.5568389892578,2025-03-27,217.6146240234375,-0.026939976158929048
217.6146240234375,2025-03-28,221.83909606933594,0.019226607889126515
221.83909606933594,2025-03-31,222.897705078125,0.004760617989655886
222.897705078125,2025-04-01,223.59678649902344,0.0031314249350967594
223.59678649902344,2025-04-02,202.9239044189453,-0.09701331584053502
202.9239044189453,2025-04-03,188.13330078125,-0.0756802954031036
188.13330078125,2025-04-04,181.2223663330078,-0.03742593778352885
181.2223663330078,2025-04-07,172.19419860839844,-0.05110191892092409
172.19419860839844,2025-04-08,198.58958435058594,0.14261740329172745
198.58958435058594,2025-04-09,190.17062377929688,-0.04331861579824623
190.17062377929688,2025-04-10,197.89048767089844,0.03979209603829932
197.89048767089844,2025-04-11,202.25477600097656,0.021814384892108546
202.25477600097656,2025-04-14,201.87527465820312,-0.001878115491318952
201.87527465820312,2025-04-15,194.0155792236328,-0.03971159339649635
194.0155792236328,2025-04-16,196.72203063964844,0.013853259226200324
196.72203063964844,2025-04-17,192.9070281982422,-0.019583366680856033
192.9070281982422,2025-04-21,199.47842407226562,0.033497726806743545
199.47842407226562,2025-04-22,204.33206176757812,0.024040343783990455
204.33206176757812,2025-04-23,208.09710693359375,0.018258406762068795
208.09710693359375,2025-04-24,209.00592041015625,0.004357747871284824
209.00592041015625,2025-04-25,209.8647918701172,0.004100896235723182
209.8647918701172,2025-04-28,210.9333953857422,0.0050789468448398396
210.9333953857422,2025-04-29,212.22171020507812,0.006089109089832267
212.22171020507812,2025-04-30,213.04063415527344,0.003851387141730376
213.04063415527344,2025-05-01,205.08106994628906,-0.03807755408095264
205.08106994628906,2025-05-02,198.62953186035156,-0.03196392335662175
198.62953186035156,2025-05-05,198.25001525878906,-0.0019125032771083674
198.25001525878906,2025-05-06,195.99298095703125,-0.011450090336810546
195.99298095703125,2025-05-07,197.2313690185547,0.006298654474560001
197.2313690185547,2025-05-08,198.27000427246094,0.005252258079057885
198.27000427246094,2025-05-09,210.7899932861328,0.06123258566165509
210.7899932861328,2025-05-12,212.92999267578125,0.01010109344017187
212.92999267578125,2025-05-13,212.3300018310547,-0.002821761983669661
212.3300018310547,2025-05-14,211.4499969482422,-0.004153127331358633
211.4499969482422,2025-05-15,211.25999450683594,-0.0008989730928673613
211.25999450683594,2025-05-16,208.77999877929688,-0.011808516259790175
208.77999877929688,2025-05-19,206.86000061035156,-0.009238821233101603
206.86000061035156,2025-05-20,202.08999633789062,-0.023329114291235003
202.08999633789062,2025-05-21,201.36000061035156,-0.003618770750769896
201.36000061035156,2025-05-22,195.27000427246094,-0.030711115726039975
195.27000427246094,2025-05-23,200.2100067138672,0.024983611085566255
200.2100067138672,2025-05-27,200.4199981689453,0.001048306276362571
200.4199981689453,2025-05-28,199.9499969482422,-0.002347835463872541
199.9499969482422,2025-05-29,200.85000610351562,0.00449107116349544
200.85000610351562,2025-05-30,201.6999969482422,0.004223038636265427
201.6999969482422,2025-06-02,203.27000427246094,0.007753735759536577
203.27000427246094,2025-06-03,202.82000732421875,-0.002216243293754774
202.82000732421875,2025-06-04,200.6300048828125,-0.010856482266256429
200.6300048828125,2025-06-05,203.9199981689453,0.016265311059071526
203.9199981689453,2025-06-06,201.4499969482422,-0.012186554600183343
201.4499969482422,2025-06-09,202.6699981689453,0.0060378350081640355
202.6699981689453,2025-06-10,198.77999877929688,-0.01938035209767723
198.77999877929688,2025-06-11,199.1999969482422,0.0021106504315444113
199.1999969482422,2025-06-12,196.4499969482422,-0.013901399360486715
196.4499969482422,2025-06-13,198.4199981689453,0.00997805652363861
198.4199981689453,2025-06-16,195.63999938964844,-0.014109754442192705
195.63999938964844,2025-06-17,196.5800018310547,0.004793249901647917
196.5800018310547,2025-06-18,201.0,0.022235425606040273
201.0,2025-06-20,201.5,0.0024844733276619658
201.5,2025-06-23,200.3000030517578,-0.0059731234790300165
200.3000030517578,2025-06-24,201.55999755859375,0.006270833792136221
201.55999755859375,2025-06-25,201.0,-0.002782183640768199
201.0,2025-06-26,201.0800018310547,0.00039793987139912456
201.0800018310547,2025-06-27,205.1699981689453,0.020136046923066173
205.1699981689453,2025-06-30,207.82000732421875,0.012833460814047843
207.82000732421875,2025-07-01,212.44000244140625,0.0219872513788248
212.44000244140625,2025-07-02,213.5500030517578,0.005211404531662551
213.5500030517578,2025-07-03,209.9499969482422,-0.01700161898351503
209.9499969482422,2025-07-07,210.00999450683594,0.00028572988009683404
210.00999450683594,2025-07-08,211.13999938964844,0.0053662951961474135
211.13999938964844,2025-07-09,212.41000366210938,0.005996968808745969
212.41000366210938,2025-07-10,211.16000366210938,-0.005902229181318377
211.16000366210938,2025-07-11,208.6199951171875,-0.012101765455702573
208.6199951171875,2025-07-14,209.11000061035156,0.0023460403749840327
209.11000061035156,2025-07-15,210.16000366210938,0.005008730585109271
210.16000366210938,2025-07-16,210.02000427246094,-0.00066637818166213
210.02000427246094,2025-07-17,211.17999267578125,0.005508031075055581
211.17999267578125,2025-07-18,212.47999572753906,0.006137030484460472
212.47999572753906,2025-07-21,214.39999389648438,0.008995554548278597
214.39999389648438,2025-07-22,214.14999389648438,-0.0011667251685005464
214.14999389648438,2025-07-23,213.75999450683594,-0.0018228109097863463
213.75999450683594,2025-07-24,213.8800048828125,0.0005612682597435046
213.8800048828125,2025-07-25,214.0500030517578,0.0007945139379612304
214.0500030517578,2025-07-28,211.27000427246094,-0.013072690313278693
211.27000427246094,2025-07-29,209.0500030517578,-0.01056348413410209
209.0500030517578,2025-07-30,207.57000732421875,-0.007104804936428562
207.57000732421875,2025-07-31,202.3800048828125,-0.025321525035799586
202.3800048828125,2025-08-01,203.35000610351562,0.0047815199394974995
203.35000610351562,2025-08-04,202.9199981689453,-0.0021168586931034814
202.9199981689453,2025-08-05,213.25,0.0496533826968293
213.25,2025-08-06,,
